image_id,image_url,label,label_numeric,category,gender,age_group,source,fake_method,image_quality,resolution,confidence_score,detection_difficulty,dataset_split,date_collected,version,year,file_path
5482,https://api.dicebear.com/7.x/personas/jpg?seed=user2424&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.91,Hard,val,2026-01-07,v2.0,2026,images/5482.jpg
2618,https://images.unsplash.com/photo-1588398071967-cca88cd3240b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwzOTh8fGFkdWx0JTIwZmFjZSUyMHBob3RvfGVufDB8fHx8MTc3ODA2ODg2MXww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Female,18-25,Unsplash,,High,1080x1080,0.94,Easy,train,2026-03-07,v2.0,2026,images/2618.jpg
995,https://images.unsplash.com/photo-1768144163883-039c271e96a5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw0ODV8fG1hbiUyMGZhY2UlMjBjbG9zZXVwfGVufDB8fHx8MTc3ODA2NTIzMnww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,18-25,Unsplash,,High,1080x1080,0.88,Easy,val,2026-04-06,v2.0,2026,images/995.jpg
531,https://images.unsplash.com/photo-1694507158250-40d3e083d1f3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw1NjF8fGh1bWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NTA1NXww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Female,18-25,Unsplash,,High,1080x1080,0.88,Easy,train,2026-01-23,v2.0,2026,images/531.jpg
5419,https://api.dicebear.com/7.x/personas/jpg?seed=user2361&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,Medium,1024x1024,0.98,Hard,train,2026-03-24,v2.0,2026,images/5419.jpg
3396,https://api.dicebear.com/7.x/personas/jpg?seed=user338&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,Medium,1024x1024,0.87,Medium,train,2026-04-22,v2.0,2026,images/3396.jpg
1213,https://images.unsplash.com/photo-1640059561069-03205e5eda38?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwxMzN8fHdvbWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NTI0OHww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,36-50,Unsplash,,High,1080x1080,0.87,Easy,train,2026-01-25,v2.0,2026,images/1213.jpg
3629,https://api.dicebear.com/7.x/personas/jpg?seed=user571&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.81,Medium,train,2026-01-14,v2.0,2026,images/3629.jpg
3151,https://api.dicebear.com/7.x/personas/jpg?seed=user93&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.97,Hard,test,2026-03-24,v2.0,2026,images/3151.jpg
711,https://images.unsplash.com/photo-1594903834278-706bdd91fdaa?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwyMDF8fG1hbiUyMGZhY2UlMjBjbG9zZXVwfGVufDB8fHx8MTc3ODA2NTIwOXww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Female,18-25,Unsplash,,High,1080x1080,0.98,Easy,train,2026-04-22,v2.0,2026,images/711.jpg
1035,https://images.unsplash.com/photo-1552408434-fefbd9da4640?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw1MjV8fG1hbiUyMGZhY2UlMjBjbG9zZXVwfGVufDB8fHx8MTc3ODA2NTIzNHww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,18-25,Unsplash,,Medium,1080x1080,0.99,Easy,train,2026-03-20,v2.0,2026,images/1035.jpg
3307,https://api.dicebear.com/7.x/personas/jpg?seed=user249&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.92,Hard,train,2026-02-28,v2.0,2026,images/3307.jpg
4048,https://api.dicebear.com/7.x/personas/jpg?seed=user990&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,Medium,1024x1024,0.97,Hard,train,2026-03-09,v2.0,2026,images/4048.jpg
5506,https://api.dicebear.com/7.x/personas/jpg?seed=user2448&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.93,Hard,train,2026-01-26,v2.0,2026,images/5506.jpg
4343,https://api.dicebear.com/7.x/personas/jpg?seed=user1285&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.8,Hard,train,2026-03-26,v2.0,2026,images/4343.jpg
348,https://images.unsplash.com/photo-1698681506588-67bab56f2e2c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwzNzh8fGh1bWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NDk5N3ww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Female,50+,Unsplash,,High,1080x1080,0.95,Easy,test,2026-04-30,v2.0,2026,images/348.jpg
3967,https://api.dicebear.com/7.x/personas/jpg?seed=user909&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.9,Medium,train,2026-04-26,v2.0,2026,images/3967.jpg
4040,https://api.dicebear.com/7.x/personas/jpg?seed=user982&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.96,Hard,val,2026-01-22,v2.0,2026,images/4040.jpg
2620,https://images.unsplash.com/photo-1604103713878-522425b132ca?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw0MDB8fGFkdWx0JTIwZmFjZSUyMHBob3RvfGVufDB8fHx8MTc3ODA2ODg2MXww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,18-25,Unsplash,,High,1080x1080,0.96,Easy,train,2026-02-16,v2.0,2026,images/2620.jpg
908,https://images.unsplash.com/photo-1774016591089-c9cb5f80fd75?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwzOTh8fG1hbiUyMGZhY2UlMjBjbG9zZXVwfGVufDB8fHx8MTc3ODA2NTIyNnww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,26-35,Unsplash,,High,1080x1080,0.96,Easy,train,2026-01-03,v2.0,2026,images/908.jpg
2506,https://images.unsplash.com/photo-1601869289768-9b8fe05c61fa?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwyODZ8fGFkdWx0JTIwZmFjZSUyMHBob3RvfGVufDB8fHx8MTc3ODA2ODg1MXww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,50+,Unsplash,,High,1080x1080,0.93,Easy,test,2026-04-05,v2.0,2026,images/2506.jpg
3690,https://api.dicebear.com/7.x/personas/jpg?seed=user632&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,Medium,1024x1024,0.82,Medium,train,2026-04-30,v2.0,2026,images/3690.jpg
5544,https://api.dicebear.com/7.x/personas/jpg?seed=user2486&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,Medium,1024x1024,0.93,Hard,train,2026-03-08,v2.0,2026,images/5544.jpg
3124,https://api.dicebear.com/7.x/personas/jpg?seed=user66&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.82,Hard,train,2026-03-15,v2.0,2026,images/3124.jpg
3609,https://api.dicebear.com/7.x/personas/jpg?seed=user551&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,Medium,1024x1024,0.8,Hard,train,2026-02-03,v2.0,2026,images/3609.jpg
3322,https://api.dicebear.com/7.x/personas/jpg?seed=user264&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,Medium,1024x1024,0.88,Medium,train,2026-03-28,v2.0,2026,images/3322.jpg
1741,https://images.unsplash.com/photo-1697889883363-6438d2a1bb0a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw5MXx8cGVyc29uJTIwZmFjZSUyMHBob3RvfGVufDB8fHx8MTc3ODA2NTI4NHww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,36-50,Unsplash,,Medium,1080x1080,0.96,Easy,train,2026-03-28,v2.0,2026,images/1741.jpg
1766,https://images.unsplash.com/photo-1633540460862-5df3b2a640a2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwxMTZ8fHBlcnNvbiUyMGZhY2UlMjBwaG90b3xlbnwwfHx8fDE3NzgwNjUyODR8MA&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,18-25,Unsplash,,High,1080x1080,0.9,Easy,train,2026-01-13,v2.0,2026,images/1766.jpg
1486,https://images.unsplash.com/photo-1615025289240-5f68b8d52363?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw0MDZ8fHdvbWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NTI2N3ww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,36-50,Unsplash,,High,1080x1080,0.94,Easy,train,2026-03-20,v2.0,2026,images/1486.jpg
927,https://images.unsplash.com/photo-1626427484525-2c19aa906a79?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw0MTd8fG1hbiUyMGZhY2UlMjBjbG9zZXVwfGVufDB8fHx8MTc3ODA2NTIyNnww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Female,36-50,Unsplash,,Medium,1080x1080,0.98,Easy,train,2026-02-25,v2.0,2026,images/927.jpg
2940,https://randomuser.me/api/portraits/women/51.jpg,FAKE,0,AI Generated,Female,26-35,MultiSource,StyleGAN3,Medium,1024x1024,0.81,Hard,test,2026-01-19,v2.0,2026,images/2940.jpg
2610,https://images.unsplash.com/photo-1676732619792-7d468a350aa7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwzOTB8fGFkdWx0JTIwZmFjZSUyMHBob3RvfGVufDB8fHx8MTc3ODA2ODg1OHww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,50+,Unsplash,,Medium,1080x1080,0.9,Easy,train,2026-04-02,v2.0,2026,images/2610.jpg
4129,https://api.dicebear.com/7.x/personas/jpg?seed=user1071&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.81,Hard,train,2026-03-01,v2.0,2026,images/4129.jpg
16,https://images.unsplash.com/photo-1724225618183-359e8cbd00b9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwxNnx8aHVtYW4lMjBmYWNlJTIwcG9ydHJhaXR8ZW58MHx8fHwxNzc4MDY0Njg3fDA&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Female,36-50,Unsplash,,High,1080x1080,0.92,Easy,train,2026-01-09,v2.0,2026,images/16.jpg
3064,https://api.dicebear.com/7.x/personas/jpg?seed=user6&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.94,Hard,train,2026-04-11,v2.0,2026,images/3064.jpg
1974,https://images.unsplash.com/photo-1648484860045-f7fdac111d3f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwzMjR8fHBlcnNvbiUyMGZhY2UlMjBwaG90b3xlbnwwfHx8fDE3NzgwNjUyOTl8MA&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,18-25,Unsplash,,High,1080x1080,0.95,Easy,train,2026-04-20,v2.0,2026,images/1974.jpg
3091,https://api.dicebear.com/7.x/personas/jpg?seed=user33&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,Medium,1024x1024,0.95,Hard,train,2026-03-10,v2.0,2026,images/3091.jpg
316,https://images.unsplash.com/photo-1701615004837-40d8573b6652?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwzNDZ8fGh1bWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NDk5MHww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Female,18-25,Unsplash,,High,1080x1080,0.93,Easy,val,2026-03-05,v2.0,2026,images/316.jpg
2804,https://randomuser.me/api/portraits/men/14.jpg,FAKE,0,AI Generated,Male,50+,MultiSource,StyleGAN3,Medium,1024x1024,0.82,Medium,train,2026-01-01,v2.0,2026,images/2804.jpg
1870,https://images.unsplash.com/photo-1585202600732-4cc815aebdf8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwyMjB8fHBlcnNvbiUyMGZhY2UlMjBwaG90b3xlbnwwfHx8fDE3NzgwNjUyOTJ8MA&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,50+,Unsplash,,High,1080x1080,0.94,Easy,train,2026-01-06,v2.0,2026,images/1870.jpg
1116,https://images.unsplash.com/photo-1557132223-b700d9d6a698?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwzNnx8d29tYW4lMjBmYWNlJTIwcG9ydHJhaXR8ZW58MHx8fHwxNzc4MDY1MjQyfDA&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,50+,Unsplash,,High,1080x1080,0.89,Easy,train,2026-03-19,v2.0,2026,images/1116.jpg
1184,https://images.unsplash.com/photo-1689237076599-9b27312ecf49?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwxMDR8fHdvbWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NTI0Nnww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,36-50,Unsplash,,High,1080x1080,0.9,Easy,train,2026-01-08,v2.0,2026,images/1184.jpg
3574,https://api.dicebear.com/7.x/personas/jpg?seed=user516&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.8,Hard,train,2026-03-28,v2.0,2026,images/3574.jpg
5203,https://api.dicebear.com/7.x/personas/jpg?seed=user2145&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.93,Hard,test,2026-03-20,v2.0,2026,images/5203.jpg
5453,https://api.dicebear.com/7.x/personas/jpg?seed=user2395&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.89,Medium,train,2026-01-06,v2.0,2026,images/5453.jpg
5437,https://api.dicebear.com/7.x/personas/jpg?seed=user2379&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.94,Hard,train,2026-04-22,v2.0,2026,images/5437.jpg
4731,https://api.dicebear.com/7.x/personas/jpg?seed=user1673&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.9,Hard,train,2026-04-02,v2.0,2026,images/4731.jpg
2667,https://images.unsplash.com/photo-1608256246030-37c2c74f20e4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw0NDd8fGFkdWx0JTIwZmFjZSUyMHBob3RvfGVufDB8fHx8MTc3ODA2ODg2NHww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,18-25,Unsplash,,High,1080x1080,0.87,Easy,test,2026-03-08,v2.0,2026,images/2667.jpg
2226,https://images.unsplash.com/photo-1748159997943-968c9271a3a8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw2fHxhZHVsdCUyMGZhY2UlMjBwaG90b3xlbnwwfHx8fDE3NzgwNjg4MzJ8MA&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,18-25,Unsplash,,High,1080x1080,0.95,Easy,train,2026-01-03,v2.0,2026,images/2226.jpg
5486,https://api.dicebear.com/7.x/personas/jpg?seed=user2428&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,Medium,1024x1024,0.93,Hard,train,2026-02-11,v2.0,2026,images/5486.jpg
3195,https://api.dicebear.com/7.x/personas/jpg?seed=user137&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.85,Hard,train,2026-04-17,v2.0,2026,images/3195.jpg
4909,https://api.dicebear.com/7.x/personas/jpg?seed=user1851&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.89,Medium,test,2026-01-06,v2.0,2026,images/4909.jpg
2164,https://images.unsplash.com/photo-1583531434835-a89cd594fab3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw1MTR8fHBlcnNvbiUyMGZhY2UlMjBwaG90b3xlbnwwfHx8fDE3NzgwNjUzMTZ8MA&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Female,36-50,Unsplash,,Medium,1080x1080,0.95,Easy,train,2026-01-28,v2.0,2026,images/2164.jpg
1398,https://images.unsplash.com/photo-1631544114468-111d572b2a84?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwzMTh8fHdvbWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NTI2MXww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,18-25,Unsplash,,Medium,1080x1080,0.96,Easy,train,2026-04-05,v2.0,2026,images/1398.jpg
1563,https://images.unsplash.com/photo-1631377894840-af533852bf25?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw0ODN8fHdvbWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NTI3M3ww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,36-50,Unsplash,,High,1080x1080,0.92,Easy,test,2026-02-01,v2.0,2026,images/1563.jpg
1033,https://images.unsplash.com/photo-1758611969622-63ae541a48b5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw1MjN8fG1hbiUyMGZhY2UlMjBjbG9zZXVwfGVufDB8fHx8MTc3ODA2NTIzNHww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,26-35,Unsplash,,Medium,1080x1080,0.92,Easy,train,2026-03-28,v2.0,2026,images/1033.jpg
5155,https://api.dicebear.com/7.x/personas/jpg?seed=user2097&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.96,Hard,train,2026-01-03,v2.0,2026,images/5155.jpg
1700,https://images.unsplash.com/photo-1612601006505-1254db3e290d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw1MHx8cGVyc29uJTIwZmFjZSUyMHBob3RvfGVufDB8fHx8MTc3ODA2NTI4MHww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Female,18-25,Unsplash,,High,1080x1080,0.92,Easy,test,2026-02-09,v2.0,2026,images/1700.jpg
3880,https://api.dicebear.com/7.x/personas/jpg?seed=user822&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,Medium,1024x1024,0.88,Hard,val,2026-04-08,v2.0,2026,images/3880.jpg
1011,https://images.unsplash.com/photo-1615290788929-606761603023?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw1MDF8fG1hbiUyMGZhY2UlMjBjbG9zZXVwfGVufDB8fHx8MTc3ODA2NTIzMnww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,26-35,Unsplash,,Medium,1080x1080,0.87,Easy,test,2026-02-24,v2.0,2026,images/1011.jpg
1154,https://images.unsplash.com/photo-1647740356567-1864382324e9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw3NHx8d29tYW4lMjBmYWNlJTIwcG9ydHJhaXR8ZW58MHx8fHwxNzc4MDY1MjQ0fDA&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Female,50+,Unsplash,,High,1080x1080,0.93,Easy,test,2026-01-13,v2.0,2026,images/1154.jpg
1555,https://images.unsplash.com/photo-1636393913936-187da0a372e3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw0NzV8fHdvbWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NTI3MXww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Female,18-25,Unsplash,,Medium,1080x1080,0.89,Easy,test,2026-03-01,v2.0,2026,images/1555.jpg
692,https://images.unsplash.com/photo-1598444528046-0fc784a8234c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwxODJ8fG1hbiUyMGZhY2UlMjBjbG9zZXVwfGVufDB8fHx8MTc3ODA2NTIwOXww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,26-35,Unsplash,,High,1080x1080,0.9,Easy,train,2026-03-27,v2.0,2026,images/692.jpg
4826,https://api.dicebear.com/7.x/personas/jpg?seed=user1768&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.83,Hard,test,2026-03-03,v2.0,2026,images/4826.jpg
5193,https://api.dicebear.com/7.x/personas/jpg?seed=user2135&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,Medium,1024x1024,0.98,Medium,val,2026-03-02,v2.0,2026,images/5193.jpg
1621,https://images.unsplash.com/photo-1575632312417-71da8ed4992d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw1NDF8fHdvbWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NTI3Nnww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,36-50,Unsplash,,High,1080x1080,0.88,Easy,train,2026-03-24,v2.0,2026,images/1621.jpg
653,https://images.unsplash.com/photo-1754794084957-55cd12d9be45?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwxMTN8fG1hbiUyMGZhY2UlMjBjbG9zZXVwfGVufDB8fHx8MTc3ODA2NTA4NHww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,26-35,Unsplash,,High,1080x1080,0.86,Easy,train,2026-04-13,v2.0,2026,images/653.jpg
34,https://images.unsplash.com/photo-1652549752260-829ce42eb245?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwzNHx8aHVtYW4lMjBmYWNlJTIwcG9ydHJhaXR8ZW58MHx8fHwxNzc4MDY0NzA2fDA&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,36-50,Unsplash,,High,1080x1080,0.88,Easy,train,2026-01-12,v2.0,2026,images/34.jpg
5286,https://api.dicebear.com/7.x/personas/jpg?seed=user2228&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.83,Hard,train,2026-01-28,v2.0,2026,images/5286.jpg
45,https://images.unsplash.com/photo-1578437125368-2e73983e7cac?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw0NXx8aHVtYW4lMjBmYWNlJTIwcG9ydHJhaXR8ZW58MHx8fHwxNzc4MDY0NzA2fDA&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,50+,Unsplash,,High,1080x1080,0.88,Easy,val,2026-02-08,v2.0,2026,images/45.jpg
2923,https://randomuser.me/api/portraits/women/34.jpg,FAKE,0,AI Generated,Female,50+,MultiSource,StyleGAN3,High,1024x1024,0.9,Hard,train,2026-01-23,v2.0,2026,images/2923.jpg
1920,https://images.unsplash.com/photo-1595942866260-fb479b66af71?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwyNzB8fHBlcnNvbiUyMGZhY2UlMjBwaG90b3xlbnwwfHx8fDE3NzgwNjUyOTV8MA&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,18-25,Unsplash,,Medium,1080x1080,0.9,Easy,train,2026-02-05,v2.0,2026,images/1920.jpg
965,https://images.unsplash.com/photo-1618382521252-3077683d4a5f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw0NTV8fG1hbiUyMGZhY2UlMjBjbG9zZXVwfGVufDB8fHx8MTc3ODA2NTIzMHww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,36-50,Unsplash,,High,1080x1080,0.92,Easy,test,2026-03-02,v2.0,2026,images/965.jpg
5129,https://api.dicebear.com/7.x/personas/jpg?seed=user2071&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.87,Medium,train,2026-01-24,v2.0,2026,images/5129.jpg
4984,https://api.dicebear.com/7.x/personas/jpg?seed=user1926&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,Medium,1024x1024,0.96,Medium,test,2026-01-23,v2.0,2026,images/4984.jpg
1836,https://images.unsplash.com/photo-1694106192312-08d813b3d2ef?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwxODZ8fHBlcnNvbiUyMGZhY2UlMjBwaG90b3xlbnwwfHx8fDE3NzgwNjUyOTB8MA&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,50+,Unsplash,,High,1080x1080,0.97,Easy,train,2026-03-08,v2.0,2026,images/1836.jpg
3170,https://api.dicebear.com/7.x/personas/jpg?seed=user112&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,Medium,1024x1024,0.83,Hard,val,2026-01-29,v2.0,2026,images/3170.jpg
